"ID","SITE_ID","LATITUDE","LONGITUDE","species","equipment","LEASE_TYPE","Status","TheYr","EndYr","BATHY","X010029_20130824","X010029_20140115","X010029_20140304","X010029_20140507","X010029_20140608","X010029_20140827","X010029_20140912","X010029_20140928","X010029_20141030","X010029_20150307","X010029_20150713","X010029_20150729","X010029_20150814","X010029_20150915","X010029_20151220","X011029_20160823","X011030_20130714","X011030_20130730","X011030_20130815","X011030_20131002","X011030_20131018","X011030_20140327","X011030_20140412","X011030_20140530","X011030_20140919","X011030_20150415","X011030_20150906","X011030_20151008","X011030_20151109","X011030_20151125","X011030_20160128","X011030_20160417","X011030_20160620","X011030_20160706","X011030_20160722","X011030_20160823"
12,"APET117",44.2963,-68.8049,"Finfish","No Gear","L","A",2017,2017,-6.5475,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13,"APET217",44.2963,-68.8038,"ShellFish","Predator Nets","L","A",2017,2017,-5.908,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14,"ASMA117",43.93713,-69.271078,"Urchin","Shellfish Tray Racks","L","A",2017,2017,-2.1781,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15,"ASMI116",44.24824,-68.25385,"SeaVeg","Vexar Bags","L","A",2016,2017,-1.5544,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.4783668518066,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16,"ASTG116",43.826276,-70.011469,"ShellFish","Marine Algae Gear","L","A",2016,2017,-4.5428,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.306151479482651,6.71080732345581,NA,18.6808586120605,22.4326419830322,20.6558647155762
17,"BCLE117",43.749407,-70.193841,"Urchin","Shellfish Tray Racks","L","A",2017,2017,-0.122,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18,"BEE108",43.74822,-70.0413,"Finfish","Marine Algae Gear","L","A",2008,2017,-1.7756,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.4748077392578,22.8839511871338,19.7481441497803,16.397575378418,14.1628198623657,1.28851687908173,10.8596172332764,12.6798524856567,15.4116916656494,11.3925104141235,21.1865100860596,14.7037258148193,10.9454927444458,6.96959781646729,2.94830298423767,6.47555685043335,NA,15.9974384307861,20.9312343597412,20.5188694000244
19,"BEE208",43.74781,-70.0341,"SeaVeg","Shellfish Tray Racks","L","A",2008,2017,-0.5753,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.4761543273926,15.4800138473511,1.89600932598114,15.5126514434814,15.347505569458,15.9428520202637,17.4065742492676,NA,15.7022180557251,10.8907918930054,5.2085542678833,2.33452987670898,7.70246267318726,NA,NA,NA,NA
20,"BEE309",43.74773,-70.0343,"ShellFish","Spat Collectors","L","A",2009,2017,-0.3031,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.4761543273926,15.4800138473511,1.89600932598114,15.5126514434814,15.347505569458,15.9428520202637,17.4065742492676,NA,15.7022180557251,10.8907918930054,5.2085542678833,2.33452987670898,7.70246267318726,NA,NA,NA,NA
21,"BEE409",43.74763,-70.0344,"Urchin","Predator Nets","L","A",2009,2017,-0.2938,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.4761543273926,15.4800138473511,1.89600932598114,15.5126514434814,15.347505569458,15.9428520202637,17.4065742492676,NA,15.7022180557251,10.8907918930054,5.2085542678833,2.33452987670898,7.70246267318726,NA,NA,NA,NA
22,"BERI117",43.787684,-70.112211,"Urchin","Soft Mesh Bags","L","A",2017,2017,-1.8568,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
23,"BHAM117",43.802016,-70.029666,"Finfish","Lantern Nets","L","A",2017,2017,-0.9586,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
24,"BMCK115",43.75876,-70.191,"Urchin","Vexar Bags","L","A",2015,2017,-0.674,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.1185064315796,23.1742134094238,14.6458787918091,10.7499885559082,6.2175726890564,0.931813955307007,NA,NA,20.6111946105957,23.0257472991943,20.3915405273438
25,"BMRC215",43.82835,-70.0157,"ShellFish","Floating Trays","L","A",2015,2017,-1.5365,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.4638023376465,25.4084625244141,16.0364875793457,10.9376802444458,4.91357040405273,0.323390185832977,NA,NA,21.0492839813232,23.8701915740967,23.9433269500732
26,"BOL110",43.84095,-69.7332,"Urchin","Bottom cages","L","A",2010,2017,-1.3718,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.2948608398438,21.7223892211914,18.7442169189453,17.7346572875977,14.1566877365112,0.376241713762283,12.9535551071167,13.3179817199707,13.704026222229,13.3048620223999,21.7139129638672,13.7328815460205,10.7630348205566,4.48869276046753,2.68232011795044,7.72389936447144,NA,19.2115859985352,20.8471050262451,20.2967853546143
27,"BOL312",43.82917,-69.7425,"Urchin","Predator Nets","L","A",2012,2017,-0.5946,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.7964267730713,21.277006149292,17.9701519012451,17.5950756072998,13.8742704391479,0.468184918165207,10.2839803695679,12.88343334198,14.1280145645142,11.6178636550903,21.7376880645752,13.8655662536621,10.6873426437378,5.12967586517334,2.88439297676086,7.51773166656494,NA,18.218713760376,20.4609508514404,19.7630176544189
28,"BOL412",43.83833,-69.7383,"ShellFish","Spat Collectors","L","A",2012,2017,-1.0792,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.6897163391113,21.8922882080078,18.4532451629639,16.9096832275391,14.1873445510864,0.929710924625397,12.7675380706787,13.0437335968018,14.0507230758667,13.52796459198,22.1141891479492,14.0885467529297,10.7760791778564,4.62629556655884,3.09615802764893,8.06425380706787,NA,19.0263957977295,20.7167167663574,19.9236869812012
29,"BOL517",43.83556,-69.735278,"Urchin","Semi Rigid Bags","L","A",2017,2017,-1.201,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30,"BPAR116",44.04694,-69.5173,"Finfish","Semi Rigid Bags","L","A",2016,2017,-0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.7808036804199,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.86237758398056,9.59972381591797,NA,NA,25.0131187438965,24.5538730621338
31,"BPAR216",44.04728,-69.5168,"SeaVeg","Overwintering Cages","L","A",2016,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.3996887207031,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.771753370761871,9.54319190979004,NA,NA,24.7060718536377,24.2330188751221
32,"BPAR317",44.06564,-69.51417,"ShellFish","Stacked Aqua Trays","L","A",2017,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33,"BSTE117",43.986753,-69.152911,"Urchin","Vexar Bags","L","A",2017,2017,-8.4436,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
34,"BSTE217",43.987851,-69.1525,"Urchin","Stacked Aqua Trays","L","A",2017,2017,-6.9898,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
35,"BSTE317",43.986742,-69.152508,"ShellFish","Marine Algae Gear","L","A",2017,2017,-8.412,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
36,"BSTE417",43.987851,-69.152926,"Finfish","ADPI bags","L","A",2017,2017,-6.8566,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37,"BUTT114",43.78056,-70.1106,"SeaVeg","No Gear","L","A",2014,2017,-1.3724,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.84917652606964,16.7716655731201,13.3293933868408,15.883204460144,13.2038497924805,22.1074142456055,14.9476757049561,10.9298667907715,6.08978033065796,1.93128824234009,6.47116279602051,NA,19.1605243682861,22.3871021270752,20.9034290313721
38,"BUTT314",43.77944,-70.1067,"Finfish","Floating Trays","L","A",2014,2017,-1.4537,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.09984147548676,13.2985305786133,13.1552305221558,14.9551639556885,10.5746965408325,21.778434753418,14.2498798370361,10.2922420501709,5.73464870452881,1.33206081390381,5.98690605163574,17.4155807495117,18.5430278778076,22.1483936309814,20.5286598205566
39,"BUTT414",43.7775,-70.1008,"SeaVeg","Bottom cages","L","A",2014,2017,-4.8346,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.12671422958374,14.2505893707275,13.5232124328613,15.8036308288574,11.5535039901733,21.6833400726318,15.0406379699707,11.1120052337646,6.54271078109741,1.84637784957886,NA,NA,18.8441429138184,NA,20.482967376709
40,"CAR412",43.54518,-70.334,"Finfish","Lantern Nets","L","A",2012,2017,-0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.3486175537109,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.66598415374756,NA,NA,NA,NA,NA,NA
41,"CART114",44.2689,-68.9396,"ShellFish","Overwintering Cages","L","A",2014,2017,-0.1226,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.5290966033936,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
42,"CART215",44.29478,-68.9987,"ShellFish","Semi Rigid Bags","L","A",2015,2017,-2.4817,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.4784030914307,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43,"CART316",44.27114,-68.94,"Urchin","Predator Nets","L","A",2016,2017,-0.9599,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.7743721008301,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
44,"CART416",44.27114,-68.9405,"Urchin","Marine Algae Gear","L","A",2016,2017,-0.9917,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.8560600280762,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
45,"CCAM117",43.814977,-69.746712,"SeaVeg","ADPI bags","L","A",2017,2017,-0.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46,"CCAM217",43.814975,-69.746461,"ShellFish","Upweller","L","A",2017,2017,-0.7251,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
47,"CCOF117",43.81989,-70.10606,"Urchin","Upweller","L","A",2017,2017,-1.3519,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48,"CDIC117",44.01129,-69.546288,"SeaVeg","Soft Mesh Bags","L","A",2017,2017,-2.3505,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49,"CDIC217",44.01112,-69.545757,"SeaVeg","Shellfish Tray Racks","L","A",2017,2017,-1.3583,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50,"CDIC317",44.01125,-69.546025,"SeaVeg","ADPI bags","L","A",2017,2017,-1.8051,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
51,"CDIC417",44.01143,-69.545757,"ShellFish","Overwintering Cages","L","A",2017,2017,-1.3132,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
52,"CFRA117",43.73502,-70.18276667,"ShellFish","Lantern Nets","L","A",2017,2017,-8.4232,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53,"CFRA217",43.73581667,-70.18056667,"Urchin","Upweller","L","A",2017,2017,-10.1719,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
54,"CFRA317",43.73671667,-70.17853333,"ShellFish","Semi Rigid Bags","L","A",2017,2017,-11.241,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
55,"CGRE116",43.85263,-70.008,"Finfish","Semi Rigid Bags","L","A",2016,2017,-0.3722,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.5762083530426,6.72392559051514,NA,19.4570369720459,23.1669044494629,21.6273612976074
56,"CGRE216",43.85266,-70.008,"Urchin","Overwintering Cages","L","A",2016,2017,-0.3722,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.5762083530426,6.72392559051514,NA,19.4570369720459,23.1669044494629,21.6273612976074
57,"CGRE316",43.85269,-70.0079,"Finfish","ADPI bags","L","A",2016,2017,-0.3617,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.5762083530426,6.72392559051514,NA,19.4570369720459,23.1669044494629,21.6273612976074
58,"CHOR113",43.8195,-70.1068,"Urchin","Spat Collectors","L","A",2013,2017,-1.3571,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
59,"CHOR217",43.81932,-70.10717,"Finfish","No Gear","L","A",2017,2017,-1.4111,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
60,"CJOH316",44.94868,-67.0355,"Finfish","Stacked Aqua Trays","L","A",2016,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
61,"CKEL117",43.820177,-69.740965,"Urchin","Overwintering Cages","L","A",2017,2017,-1.6584,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
62,"CKEL217",43.820185,-69.740655,"ShellFish","Predator Nets","L","A",2017,2017,-1.4132,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
63,"CLEA217",44.04035278,-68.89160833,"ShellFish","No Gear","L","A",2017,2017,-3.5405,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64,"CLEA317",44.04013333,-68.8914444,"Finfish","Predator Nets","L","A",2017,2017,-3.0188,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
65,"CMEY117",44.64959,-67.2567,"Urchin","Vexar Bags","L","A",2017,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
66,"CMEY217",44.64959,-67.25683,"ShellFish","Lantern Nets","L","A",2017,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
67,"CMEY317",44.65015,-67.25343,"Finfish","Upweller","L","A",2017,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
68,"CMEY417",44.65016,-67.25356,"SeaVeg","Bottom cages","L","A",2017,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
69,"CNEW116",44.43337,-68.3491,"Finfish","Vexar Bags","L","A",2016,2017,-5.8443,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.7361431121826,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
70,"CNEW216",44.43409,-68.349,"Finfish","Predator Nets","L","A",2016,2017,-8.5161,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.6460628509521,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71,"CNIV116",43.83032,-70.02494722,"Urchin","ADPI bags","L","A",2016,2017,-3.372,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.34063458442688,6.5063042640686,NA,18.3087024688721,22.381742477417,20.8773899078369
72,"CNIV216",43.83039,-70.025025,"SeaVeg","Stacked Aqua Trays","L","A",2016,2017,-3.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.34063458442688,6.5063042640686,NA,18.3087024688721,22.381742477417,20.8773899078369
73,"CNIV316",43.83054,-70.02486472,"Finfish","Lantern Nets","L","A",2016,2017,-3.5325,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.34063458442688,6.5063042640686,NA,18.3087024688721,22.381742477417,20.8773899078369
74,"CNIV416",43.83061,-70.0249444,"SeaVeg","ADPI bags","L","A",2016,2017,-3.7727,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.371865123510361,6.49898529052734,NA,18.3825759887695,22.4058570861816,20.8578567504883
